image_path,label
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (64).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_205.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_123.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (100).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_667.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_181.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_149.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_556.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (42).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_006.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_060.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (41).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_120.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_644.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_062.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_457.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_563.jpg,malignant
Blood cell Cancer [ALL]\Benign\Sap_013 (36).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_163.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_124.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (79).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_561.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_130.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (36).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_032 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_119.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_416.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_144.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_747.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_568.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_471.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_410.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_081 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_475.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_554.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_028.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_214.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_177.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_102.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (57).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (65).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_567.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_101.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_013.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (2).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_025.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_302.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_625.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_032 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_209 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_024.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_383.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_079 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_252.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_803.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_224.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_531.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_533.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_045 (2).jpg,benign
Blood cell Cancer [ALL]\Benign\Sap_013 (40).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_0233 (6).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_156.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_013 (4).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_568.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_068.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (50).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_082.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_327.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_039.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_477.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_091.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (154).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_597.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_237.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_380.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_234.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_584.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_083.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_057.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_079 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_276.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_537.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_403.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_152.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_403.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_380.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_397.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_386.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_307.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_037 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_537.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_245.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_101 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_086 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (37).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_092.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_112 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_184.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_146 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_042 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_261.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_062.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_002.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_560.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (138).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (139).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_041 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_143.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_139.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_190 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_314.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_668.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_203.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_274.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_102 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (73).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_536.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_317.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_169.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_118 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_497.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_657.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (24).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_705.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_170.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_131.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_746.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_238 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_421.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_080 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_060.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_176.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_039 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_006 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_368.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_656.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_114.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_300.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (76).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_719.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_556.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_165 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_029 (4).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_527.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_055.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_095.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_082 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_211 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_663.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_037.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_179.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (43).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_0233 (16).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_334.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_129.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_678.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_204 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_070 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_721.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_773.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (156).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_326.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_048 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_504.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_265.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (147).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (17).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_453.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_263.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_752.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_0233 (12).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (31).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_073 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_024 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_581.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_134.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_088.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_040 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_367.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (45).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_432.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_474.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_198.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_478.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_585.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_554.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_739.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_059.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_154.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_388.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_138.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (136).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (18).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_168.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_004 (4).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_632.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_068.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_247.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_007.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_034.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_483.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_144 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_538.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_156 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (157).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_132 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_048.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_307.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_540.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (37).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_624.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_127.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_052 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_189.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_390.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_0233 (1).jpg,malignant
Blood cell Cancer [ALL]\Benign\Sap_013 (13).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_608.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_152.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_147.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_684.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (60).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (129).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_098.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (66).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_029 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_757.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_140.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (148).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_528.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_104 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_710.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_073.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_121 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_675.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_725.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_070 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_785.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_423.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_103 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (47).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_008.jpg,malignant
